candidate_id,stage1_score
cand_092317,72.00
cand_092323,72.00
cand_092495,72.00
cand_092499,72.00
cand_092550,72.00
cand_092940,72.00
cand_092984,72.00
cand_093156,72.00
cand_093542,72.00
cand_093596,72.00
cand_093741,72.00
cand_094154,72.00
cand_094241,72.00
cand_094686,72.00
cand_095385,72.00
cand_095451,72.00
cand_095530,72.00
cand_095722,72.00
cand_095778,72.00
cand_095846,72.00
cand_096085,72.00
cand_096204,72.00
cand_096284,72.00
cand_096471,72.00
cand_096876,72.00
cand_097067,72.00
cand_097107,72.00
cand_097233,72.00
cand_097417,72.00
cand_097593,72.00
cand_097917,72.00
cand_097991,72.00
cand_098056,72.00
cand_098072,72.00
cand_098350,72.00
cand_098453,72.00
cand_098801,72.00
cand_099007,72.00
cand_099232,72.00
cand_099297,72.00
cand_099414,72.00
cand_099734,72.00
cand_099744,72.00
cand_000741,71.00
cand_000761,71.00
cand_000874,71.00
cand_001032,71.00
cand_001090,71.00
cand_001189,71.00
cand_001284,71.00
cand_001325,71.00
cand_001745,71.00
cand_001900,71.00
cand_002127,71.00
cand_002128,71.00
cand_002186,71.00
cand_002211,71.00
cand_002373,71.00
cand_002601,71.00
cand_002788,71.00
cand_003079,71.00
cand_003084,71.00
cand_003149,71.00
cand_003222,71.00
cand_003585,71.00
cand_003957,71.00
cand_004236,71.00
cand_004275,71.00
cand_004315,71.00
cand_004492,71.00
cand_004508,71.00
cand_004567,71.00
cand_004695,71.00
cand_005023,71.00
cand_005490,71.00
cand_005842,71.00
cand_006156,71.00
cand_006204,71.00
cand_006255,71.00
cand_006419,71.00
cand_006451,71.00
cand_006563,71.00
cand_007368,71.00
cand_007536,71.00
cand_007701,71.00
cand_007999,71.00
cand_008022,71.00
cand_008524,71.00
cand_008574,71.00
cand_008800,71.00
cand_008937,71.00
cand_009289,71.00
cand_009388,71.00
cand_009733,71.00
cand_010074,71.00
cand_010100,71.00
cand_010131,71.00
cand_010422,71.00
cand_010928,71.00
cand_011275,71.00
cand_011355,71.00
cand_011364,71.00
cand_011518,71.00
cand_011581,71.00
cand_011714,71.00
cand_011770,71.00
cand_011946,71.00
cand_012340,71.00
cand_012633,71.00
cand_012915,71.00
cand_012992,71.00
cand_013197,71.00
cand_013767,71.00
cand_013797,71.00
cand_014175,71.00
cand_014553,71.00
cand_014781,71.00
cand_015391,71.00
cand_015457,71.00
cand_015654,71.00
cand_015667,71.00
cand_015689,71.00
cand_015857,71.00
cand_015914,71.00
cand_016124,71.00
cand_016128,71.00
cand_016417,71.00
cand_016450,71.00
cand_016707,71.00
cand_016788,71.00
cand_016817,71.00
cand_017094,71.00
cand_017226,71.00
cand_017284,71.00
cand_017326,71.00
cand_017392,71.00
cand_017464,71.00
cand_017610,71.00
cand_018020,71.00
cand_018537,71.00
cand_018695,71.00
cand_018801,71.00
cand_018844,71.00
cand_018862,71.00
cand_019264,71.00
cand_019331,71.00
cand_019436,71.00
cand_019455,71.00
cand_019757,71.00
cand_019851,71.00
cand_020082,71.00
cand_020304,71.00
cand_020489,71.00
cand_020544,71.00
cand_020657,71.00
cand_020732,71.00
cand_020916,71.00
cand_021145,71.00
cand_021169,71.00
cand_021200,71.00
cand_021228,71.00
cand_021272,71.00
cand_021304,71.00
cand_021316,71.00
cand_021823,71.00
cand_022293,71.00
cand_022319,71.00
cand_022489,71.00
cand_022688,71.00
cand_022724,71.00
cand_022737,71.00
cand_022870,71.00
cand_023095,71.00
cand_023188,71.00
cand_023328,71.00
cand_023391,71.00
cand_023659,71.00
cand_023864,71.00
cand_023881,71.00
cand_023902,71.00
cand_023957,71.00
cand_024471,71.00
cand_024497,71.00
cand_024641,71.00
cand_024758,71.00
cand_024906,71.00
cand_025218,71.00
cand_025402,71.00
cand_026083,71.00
cand_026292,71.00
cand_026663,71.00
cand_027091,71.00
cand_027538,71.00
cand_027566,71.00
cand_027721,71.00
cand_027778,71.00
cand_027826,71.00
cand_027878,71.00
cand_027949,71.00
cand_027986,71.00
cand_028059,71.00
cand_028097,71.00
cand_028330,71.00
cand_028344,71.00
cand_028423,71.00
cand_028532,71.00
cand_028760,71.00
cand_028853,71.00
cand_028979,71.00
cand_029399,71.00
cand_029519,71.00
cand_029669,71.00
cand_029676,71.00
cand_029840,71.00
cand_029855,71.00
cand_029979,71.00
cand_029990,71.00
cand_030161,71.00
cand_030452,71.00
cand_030599,71.00
cand_030676,71.00
cand_030679,71.00
cand_030749,71.00
cand_031230,71.00
cand_031299,71.00
cand_031892,71.00
cand_031938,71.00
cand_032218,71.00
cand_032551,71.00
cand_032594,71.00
cand_033007,71.00
cand_033278,71.00
cand_033322,71.00
cand_033325,71.00
cand_033393,71.00
cand_033567,71.00
cand_033588,71.00
cand_033913,71.00
cand_034236,71.00
cand_034620,71.00
cand_034657,71.00
cand_034830,71.00
cand_034979,71.00
cand_035419,71.00
cand_035494,71.00
cand_035919,71.00
cand_035934,71.00
cand_036070,71.00
cand_036404,71.00
cand_037096,71.00
cand_037233,71.00
cand_037385,71.00
cand_037699,71.00
cand_037709,71.00
cand_037753,71.00
cand_038130,71.00
cand_038241,71.00
cand_038633,71.00
cand_038752,71.00
cand_039041,71.00
cand_039266,71.00
cand_039765,71.00
cand_039875,71.00
cand_040015,71.00
cand_040100,71.00
cand_040373,71.00
cand_040422,71.00
cand_040590,71.00
cand_040780,71.00
cand_041204,71.00
cand_041434,71.00
cand_041458,71.00
cand_041749,71.00
cand_041818,71.00
cand_041857,71.00
cand_041975,71.00
cand_042108,71.00
cand_042396,71.00
cand_042766,71.00
cand_042861,71.00
cand_042942,71.00
cand_043017,71.00
cand_043051,71.00
cand_043319,71.00
cand_043376,71.00
cand_043472,71.00
cand_043495,71.00
cand_043556,71.00
cand_043609,71.00
cand_043922,71.00
cand_043968,71.00
cand_044508,71.00
cand_044670,71.00
cand_044866,71.00
cand_044933,71.00
cand_045078,71.00
cand_045304,71.00
cand_045322,71.00
cand_045499,71.00
cand_045500,71.00
cand_045523,71.00
cand_045528,71.00
cand_045598,71.00
cand_045822,71.00
cand_045923,71.00
cand_046043,71.00
cand_046625,71.00
cand_046723,71.00
cand_046766,71.00
cand_046875,71.00
cand_047058,71.00
cand_047170,71.00
cand_047556,71.00
cand_047804,71.00
cand_048304,71.00
cand_048840,71.00
cand_048891,71.00
cand_049031,71.00
cand_049245,71.00
cand_049353,71.00
cand_049556,71.00
cand_049591,71.00
cand_049797,71.00
cand_049930,71.00
cand_050169,71.00
cand_050243,71.00
cand_050380,71.00
cand_050655,71.00
cand_050942,71.00
cand_051042,71.00
cand_051575,71.00
cand_051941,71.00
cand_051998,71.00
cand_052019,71.00
cand_052037,71.00
cand_052271,71.00
cand_052555,71.00
cand_052804,71.00
cand_052866,71.00
cand_052971,71.00
cand_053359,71.00
cand_053429,71.00
cand_053572,71.00
cand_053752,71.00
cand_053863,71.00
cand_054314,71.00
cand_054336,71.00
cand_054794,71.00
cand_055515,71.00
cand_056085,71.00
cand_056109,71.00
cand_056219,71.00
cand_056577,71.00
cand_056622,71.00
cand_056684,71.00
cand_057105,71.00
cand_057421,71.00
cand_057512,71.00
cand_057888,71.00
cand_058874,71.00
cand_059063,71.00
cand_059208,71.00
cand_059421,71.00
cand_059606,71.00
cand_059889,71.00
cand_060184,71.00
cand_060333,71.00
cand_060404,71.00
cand_060661,71.00
cand_061319,71.00
cand_061369,71.00
cand_061398,71.00
cand_061401,71.00
cand_061672,71.00
cand_061796,71.00
cand_061807,71.00
cand_061858,71.00
cand_062318,71.00
cand_062364,71.00
cand_062877,71.00
cand_063092,71.00
cand_063368,71.00
cand_063572,71.00
cand_063731,71.00
cand_063776,71.00
cand_063938,71.00
cand_064289,71.00
cand_064572,71.00
cand_064848,71.00
cand_065091,71.00
cand_065127,71.00
cand_065175,71.00
cand_065297,71.00
cand_065373,71.00
cand_065678,71.00
cand_065712,71.00
cand_065807,71.00
cand_066085,71.00
cand_066169,71.00
cand_066425,71.00
cand_066516,71.00
cand_066801,71.00
cand_066916,71.00
cand_066948,71.00
cand_067165,71.00
cand_067260,71.00
cand_067346,71.00
cand_067419,71.00
cand_067578,71.00
cand_067972,71.00
cand_068719,71.00
cand_068903,71.00
cand_069049,71.00
cand_069121,71.00
cand_069235,71.00
cand_069284,71.00
cand_069451,71.00
cand_069652,71.00
cand_069693,71.00
cand_069803,71.00
cand_069861,71.00
cand_069944,71.00
cand_070320,71.00
cand_070400,71.00
cand_070426,71.00
cand_070510,71.00
cand_070625,71.00
cand_070656,71.00
cand_071172,71.00
cand_071365,71.00
cand_071781,71.00
cand_072296,71.00
cand_072393,71.00
cand_072605,71.00
cand_072810,71.00
cand_073235,71.00
cand_073473,71.00
cand_073659,71.00
cand_073672,71.00
cand_074556,71.00
cand_074783,71.00
cand_074808,71.00
cand_074839,71.00
cand_074962,71.00
cand_075244,71.00
cand_075385,71.00
cand_075547,71.00
cand_075912,71.00
cand_076417,71.00
cand_076529,71.00
cand_076555,71.00
cand_076615,71.00
cand_076792,71.00
cand_077044,71.00
cand_077216,71.00
cand_077441,71.00
cand_077627,71.00
cand_077651,71.00
cand_077744,71.00
cand_077813,71.00
cand_077826,71.00
cand_077894,71.00
cand_077997,71.00
cand_078225,71.00
cand_078314,71.00
cand_078375,71.00
cand_078391,71.00
cand_078714,71.00
cand_078808,71.00
cand_078822,71.00
cand_079012,71.00
cand_079216,71.00
cand_079256,71.00
cand_079311,71.00
cand_079333,71.00
cand_079691,71.00
cand_079783,71.00
cand_080305,71.00
cand_080340,71.00
cand_080391,71.00
cand_080602,71.00
cand_080691,71.00
cand_080786,71.00
cand_080878,71.00
cand_081091,71.00
cand_081302,71.00
cand_081374,71.00
cand_081712,71.00
cand_081995,71.00
cand_082249,71.00
cand_082578,71.00
cand_082969,71.00
cand_083494,71.00
cand_083622,71.00
cand_083749,71.00
cand_083851,71.00
cand_084028,71.00
cand_084496,71.00
cand_084521,71.00
cand_084527,71.00
cand_084771,71.00
cand_085319,71.00
cand_085320,71.00
cand_085619,71.00
cand_085638,71.00
cand_085642,71.00
cand_085748,71.00
cand_085993,71.00
cand_086177,71.00
cand_086217,71.00
cand_086248,71.00
cand_086637,71.00
cand_087008,71.00
cand_087083,71.00
cand_087296,71.00
cand_087414,71.00
cand_087543,71.00
cand_087698,71.00
cand_087714,71.00
cand_087715,71.00
cand_087922,71.00
cand_088174,71.00
cand_088407,71.00
cand_088523,71.00
cand_088579,71.00
cand_088835,71.00
cand_089053,71.00
cand_089154,71.00
cand_089312,71.00
cand_089480,71.00
cand_089823,71.00
cand_090018,71.00
cand_090025,71.00
cand_090351,71.00
cand_090504,71.00
cand_090556,71.00
cand_090604,71.00
cand_090699,71.00
cand_090713,71.00
cand_090787,71.00
cand_090852,71.00
cand_090939,71.00
cand_091250,71.00
cand_091941,71.00
cand_092269,71.00
cand_092532,71.00
cand_092638,71.00
cand_092717,71.00
cand_092854,71.00
cand_093044,71.00
cand_093482,71.00
cand_093544,71.00
cand_093685,71.00
cand_094369,71.00
cand_095130,71.00
cand_095934,71.00
cand_096002,71.00
cand_096413,71.00
cand_096426,71.00
cand_096737,71.00
cand_097203,71.00
cand_097423,71.00
cand_097517,71.00
cand_097793,71.00
cand_098176,71.00
cand_098317,71.00
cand_098771,71.00
cand_099199,71.00
cand_099263,71.00
cand_000149,70.00
cand_000180,70.00
cand_000402,70.00
cand_000548,70.00
cand_000623,70.00
cand_000626,70.00
cand_001033,70.00
cand_001715,70.00
cand_001834,70.00
cand_001838,70.00
cand_002005,70.00
cand_002097,70.00
cand_002367,70.00
cand_002584,70.00
cand_002880,70.00
cand_003017,70.00
cand_003157,70.00
cand_003406,70.00
cand_003490,70.00
cand_003652,70.00
cand_003746,70.00
cand_004192,70.00
cand_004245,70.00
cand_004258,70.00
cand_004526,70.00
cand_004763,70.00
cand_004771,70.00
cand_005361,70.00
cand_005531,70.00
cand_005810,70.00
cand_005884,70.00
cand_006285,70.00
cand_006384,70.00
cand_006458,70.00
cand_006496,70.00
cand_007110,70.00
cand_007226,70.00
cand_007228,70.00
cand_007292,70.00
cand_007369,70.00
cand_007428,70.00
cand_007445,70.00
cand_007513,70.00
cand_007635,70.00
cand_007646,70.00
cand_007671,70.00
cand_008006,70.00
cand_008079,70.00
cand_008237,70.00
cand_008249,70.00
cand_008343,70.00
cand_008393,70.00
cand_008415,70.00
cand_008476,70.00
cand_008640,70.00
cand_008868,70.00
cand_008976,70.00
cand_009024,70.00
cand_009073,70.00
cand_009328,70.00
cand_009386,70.00
cand_009401,70.00
cand_009440,70.00
cand_009603,70.00
cand_009816,70.00
cand_009830,70.00
cand_009880,70.00
cand_010017,70.00
cand_010097,70.00
cand_010268,70.00
cand_010444,70.00
cand_010622,70.00
cand_010674,70.00
cand_010768,70.00
cand_010874,70.00
cand_010995,70.00
cand_011015,70.00
cand_011022,70.00
cand_011039,70.00
cand_011079,70.00
cand_011123,70.00
cand_011234,70.00
cand_011259,70.00
cand_011394,70.00
cand_011411,70.00
cand_011485,70.00
cand_011654,70.00
cand_011756,70.00
cand_011766,70.00
cand_011833,70.00
cand_011970,70.00
cand_012201,70.00
cand_012263,70.00
cand_012683,70.00
cand_012754,70.00
cand_012884,70.00
cand_012968,70.00
cand_013065,70.00
cand_013068,70.00
cand_013805,70.00
cand_013917,70.00
cand_013962,70.00
cand_014054,70.00
cand_014099,70.00
cand_014189,70.00
cand_014240,70.00
cand_014391,70.00
cand_014449,70.00
cand_014469,70.00
cand_014526,70.00
cand_014529,70.00
cand_014541,70.00
cand_014978,70.00
cand_015023,70.00
cand_015156,70.00
cand_015596,70.00
cand_015628,70.00
cand_015679,70.00
cand_015710,70.00
cand_015781,70.00
cand_015958,70.00
cand_016592,70.00
cand_016755,70.00
cand_016924,70.00
cand_017046,70.00
cand_017097,70.00
cand_017211,70.00
cand_017346,70.00
cand_017354,70.00
cand_017388,70.00
cand_017532,70.00
cand_017624,70.00
cand_017641,70.00
cand_017669,70.00
cand_017798,70.00
cand_017863,70.00
cand_018015,70.00
cand_018323,70.00
cand_018374,70.00
cand_018700,70.00
cand_018948,70.00
cand_019044,70.00
cand_019287,70.00
cand_019362,70.00
cand_019529,70.00
cand_019563,70.00
cand_019646,70.00
cand_019689,70.00
cand_019762,70.00
cand_019777,70.00
cand_019864,70.00
cand_019886,70.00
cand_020085,70.00
cand_020101,70.00
cand_020140,70.00
cand_020233,70.00
cand_020528,70.00
cand_020634,70.00
cand_020750,70.00
cand_020783,70.00
cand_020849,70.00
cand_020926,70.00
cand_020948,70.00
cand_021017,70.00
cand_021202,70.00
cand_021464,70.00
cand_021536,70.00
cand_021612,70.00
cand_021837,70.00
cand_021921,70.00
cand_021933,70.00
cand_021952,70.00
cand_022036,70.00
cand_022265,70.00
cand_022313,70.00
cand_022455,70.00
cand_022469,70.00
cand_022510,70.00
cand_022641,70.00
cand_022801,70.00
cand_022834,70.00
cand_023064,70.00
cand_023158,70.00
cand_023341,70.00
cand_023373,70.00
cand_023437,70.00
cand_023901,70.00
cand_024051,70.00
cand_024108,70.00
cand_024184,70.00
cand_024272,70.00
cand_024454,70.00
cand_024458,70.00
cand_024498,70.00
cand_024721,70.00
cand_024876,70.00
cand_024881,70.00
cand_024920,70.00
cand_024986,70.00
cand_025103,70.00
cand_025317,70.00
cand_025330,70.00
cand_025338,70.00
cand_025339,70.00
cand_025428,70.00
cand_025527,70.00
cand_025716,70.00
cand_025977,70.00
cand_026291,70.00
cand_026324,70.00
cand_026834,70.00
cand_026905,70.00
cand_027362,70.00
cand_027510,70.00
cand_027513,70.00
cand_027550,70.00
cand_027911,70.00
cand_027971,70.00
cand_028003,70.00
cand_028357,70.00
cand_028439,70.00
cand_028999,70.00
cand_029237,70.00
cand_029340,70.00
cand_029636,70.00
cand_029981,70.00
cand_030094,70.00
cand_030516,70.00
cand_030540,70.00
cand_030697,70.00
cand_030992,70.00
cand_031016,70.00
cand_031020,70.00
cand_031044,70.00
cand_031336,70.00
cand_031378,70.00
cand_031383,70.00
cand_031569,70.00
cand_031797,70.00
cand_031881,70.00
cand_032007,70.00
cand_032428,70.00
cand_032641,70.00
cand_032652,70.00
cand_032679,70.00
cand_032691,70.00
cand_032723,70.00
cand_033106,70.00
cand_033172,70.00
cand_033343,70.00
cand_033344,70.00
cand_033346,70.00
cand_033570,70.00
cand_033578,70.00
cand_033656,70.00
cand_034167,70.00
cand_034168,70.00
cand_034281,70.00
cand_034415,70.00
cand_034430,70.00
cand_034583,70.00
cand_034680,70.00
cand_034690,70.00
cand_034777,70.00
cand_034862,70.00
cand_034925,70.00
cand_034927,70.00
cand_035165,70.00
cand_035260,70.00
cand_035437,70.00
cand_035492,70.00
cand_035581,70.00
cand_035684,70.00
cand_035734,70.00
cand_035783,70.00
cand_035876,70.00
cand_035927,70.00
cand_036060,70.00
cand_036068,70.00
cand_036261,70.00
cand_036631,70.00
cand_036730,70.00
cand_036926,70.00
cand_036957,70.00
cand_037324,70.00
cand_037412,70.00
cand_037572,70.00
cand_037589,70.00
cand_037692,70.00
cand_037756,70.00
cand_037855,70.00
cand_037945,70.00
cand_037965,70.00
cand_038215,70.00
cand_038400,70.00
cand_038695,70.00
cand_038718,70.00
cand_038777,70.00
cand_038808,70.00
cand_038994,70.00
cand_039074,70.00
cand_039083,70.00
cand_039166,70.00
cand_039476,70.00
cand_039673,70.00
cand_040076,70.00
cand_040080,70.00
cand_040109,70.00
cand_040235,70.00
cand_040284,70.00
cand_040337,70.00
cand_040360,70.00
cand_040501,70.00
cand_040892,70.00
cand_041225,70.00
cand_041506,70.00
cand_041691,70.00
cand_041778,70.00
cand_041896,70.00
cand_041946,70.00
cand_042107,70.00
cand_042170,70.00
cand_042276,70.00
cand_042294,70.00
cand_042410,70.00
cand_042444,70.00
cand_042560,70.00
cand_042617,70.00
cand_042676,70.00
cand_042786,70.00
cand_042864,70.00
cand_042984,70.00
cand_043414,70.00
cand_043507,70.00
cand_043655,70.00
cand_043982,70.00
cand_044075,70.00
cand_044156,70.00
cand_044165,70.00
cand_044746,70.00
cand_045148,70.00
cand_045532,70.00
cand_045599,70.00
cand_045903,70.00
cand_046074,70.00
cand_046212,70.00
cand_046316,70.00
cand_046471,70.00
cand_046666,70.00
cand_047026,70.00
cand_047486,70.00
cand_047626,70.00
cand_047746,70.00
cand_047917,70.00
cand_047962,70.00
cand_048477,70.00
cand_048639,70.00
cand_048992,70.00
cand_049000,70.00
cand_049065,70.00
cand_049220,70.00
cand_049293,70.00
cand_049347,70.00
cand_049419,70.00
cand_049728,70.00
cand_050113,70.00
cand_050201,70.00
cand_050261,70.00
cand_050397,70.00
cand_050877,70.00
cand_051050,70.00
cand_051117,70.00
cand_051217,70.00
cand_051218,70.00
cand_051314,70.00
cand_051420,70.00
cand_051966,70.00
cand_052046,70.00
cand_052348,70.00
cand_052461,70.00
cand_052820,70.00
cand_053006,70.00
cand_053109,70.00
cand_053440,70.00
cand_053681,70.00
cand_053682,70.00
cand_053819,70.00
cand_053875,70.00
cand_054033,70.00
cand_054366,70.00
cand_054440,70.00
cand_054446,70.00
cand_054514,70.00
cand_054720,70.00
cand_055048,70.00
cand_055096,70.00
cand_055127,70.00
cand_055499,70.00
cand_055825,70.00
cand_055857,70.00
cand_055994,70.00
cand_056061,70.00
cand_056138,70.00
cand_056451,70.00
cand_056499,70.00
cand_056640,70.00
cand_056707,70.00
cand_057006,70.00
cand_057107,70.00
cand_057128,70.00
cand_057362,70.00
cand_057434,70.00
cand_057473,70.00
cand_057559,70.00
cand_057560,70.00
cand_057801,70.00
cand_057906,70.00
cand_058249,70.00
cand_058668,70.00
cand_058806,70.00
cand_058885,70.00
cand_058892,70.00
cand_059037,70.00
cand_059234,70.00
cand_059468,70.00
cand_059866,70.00
cand_059976,70.00
cand_060073,70.00
cand_060075,70.00
cand_060902,70.00
cand_060925,70.00
cand_060951,70.00
cand_061028,70.00
cand_061142,70.00
cand_061191,70.00
cand_061906,70.00
cand_062080,70.00
cand_062196,70.00
cand_062211,70.00
cand_062282,70.00
cand_062349,70.00
cand_062386,70.00
cand_062489,70.00
cand_062491,70.00
cand_062531,70.00
cand_062702,70.00
cand_062818,70.00
cand_062837,70.00
cand_062881,70.00
cand_062889,70.00
cand_062906,70.00
cand_062986,70.00
cand_063064,70.00
cand_063076,70.00
cand_063142,70.00
cand_063315,70.00
cand_063574,70.00
cand_063623,70.00
cand_063647,70.00
cand_063806,70.00
cand_063939,70.00
cand_064581,70.00
cand_064612,70.00
cand_064645,70.00
cand_064665,70.00
cand_064955,70.00
cand_064971,70.00
cand_064994,70.00
cand_065145,70.00
cand_065177,70.00
cand_065205,70.00
cand_065336,70.00
cand_065443,70.00
cand_065528,70.00
cand_065711,70.00
cand_065721,70.00
cand_065812,70.00
cand_065829,70.00
cand_065980,70.00
cand_066199,70.00
cand_066439,70.00
cand_066446,70.00
cand_066461,70.00
cand_066635,70.00
cand_066997,70.00
cand_067307,70.00
cand_067472,70.00
cand_067491,70.00
cand_067663,70.00
cand_067816,70.00
cand_068027,70.00
cand_068325,70.00
cand_068354,70.00
cand_068380,70.00
cand_068404,70.00
cand_068435,70.00
cand_068518,70.00
cand_068649,70.00
cand_068814,70.00
cand_068889,70.00
cand_068930,70.00
cand_069137,70.00
cand_069170,70.00
cand_069422,70.00
cand_069454,70.00
cand_069586,70.00
cand_069601,70.00
cand_069744,70.00
cand_069850,70.00
cand_069980,70.00
cand_070026,70.00
cand_070219,70.00
cand_070457,70.00
cand_070512,70.00
cand_070862,70.00
cand_070972,70.00
cand_071075,70.00
cand_071093,70.00
cand_071181,70.00
cand_071234,70.00
cand_071411,70.00
cand_071455,70.00
cand_072003,70.00
cand_072010,70.00
cand_072236,70.00
cand_072263,70.00
cand_072656,70.00
cand_072711,70.00
cand_072733,70.00
cand_073110,70.00
cand_073142,70.00
cand_073268,70.00
cand_073283,70.00
cand_073304,70.00
cand_073425,70.00
cand_073469,70.00
cand_073966,70.00
cand_074285,70.00
cand_074589,70.00
cand_074904,70.00
cand_075346,70.00
cand_075400,70.00
cand_075515,70.00
cand_075577,70.00
cand_076066,70.00
cand_076095,70.00
cand_076408,70.00
cand_076462,70.00
cand_076554,70.00
cand_076599,70.00
cand_076685,70.00
cand_076845,70.00
cand_076957,70.00
cand_076991,70.00
cand_076995,70.00
cand_077242,70.00
cand_077358,70.00
cand_077472,70.00
cand_077563,70.00
cand_077570,70.00
cand_077670,70.00
cand_077683,70.00
cand_077694,70.00
cand_077875,70.00
cand_078025,70.00
cand_078322,70.00
cand_078709,70.00
cand_079050,70.00
cand_079243,70.00
cand_079438,70.00
cand_079508,70.00
cand_079535,70.00
cand_079791,70.00
cand_080070,70.00
cand_080356,70.00
cand_080432,70.00
cand_080434,70.00
cand_080463,70.00
cand_080505,70.00
cand_080585,70.00
cand_081070,70.00
cand_081115,70.00
cand_081331,70.00
cand_081613,70.00
cand_081652,70.00
cand_082056,70.00
cand_082155,70.00
cand_082590,70.00
cand_082841,70.00
cand_083062,70.00
cand_083111,70.00
cand_083131,70.00
cand_083152,70.00
cand_083271,70.00
cand_083366,70.00
cand_083439,70.00
cand_083615,70.00
cand_083693,70.00
cand_083741,70.00
cand_083799,70.00
cand_083827,70.00
cand_084346,70.00
cand_084380,70.00
cand_084381,70.00
cand_084585,70.00
cand_084717,70.00
cand_084801,70.00
cand_084975,70.00
cand_085038,70.00
cand_085112,70.00
cand_085307,70.00
cand_085355,70.00
cand_085684,70.00
cand_086022,70.00
cand_086287,70.00
cand_086385,70.00
cand_086484,70.00
cand_086628,70.00
cand_086649,70.00
cand_086872,70.00
cand_087044,70.00
cand_087110,70.00
cand_087213,70.00
cand_087226,70.00
cand_087342,70.00
cand_087654,70.00
cand_087657,70.00
cand_087886,70.00
cand_088014,70.00
cand_088056,70.00
cand_088091,70.00
cand_088160,70.00
cand_088262,70.00
cand_088537,70.00
cand_088616,70.00
cand_088648,70.00
cand_088724,70.00
cand_088836,70.00
cand_089118,70.00
cand_089129,70.00
cand_089350,70.00
cand_089424,70.00
cand_089448,70.00
cand_089521,70.00
cand_089582,70.00
cand_090460,70.00
cand_090792,70.00
cand_090889,70.00
cand_091006,70.00
cand_091010,70.00
cand_091354,70.00
cand_091413,70.00
cand_091423,70.00
cand_091514,70.00
cand_091562,70.00
cand_091625,70.00
cand_091816,70.00
cand_091829,70.00
cand_091854,70.00
cand_092047,70.00
cand_092048,70.00
cand_092057,70.00
cand_092177,70.00
cand_092347,70.00
cand_092431,70.00
cand_092468,70.00
cand_092526,70.00
cand_092649,70.00
cand_092721,70.00
cand_092735,70.00
cand_092740,70.00
cand_092779,70.00
cand_092935,70.00
cand_093227,70.00
cand_093255,70.00
cand_093453,70.00
cand_093464,70.00
cand_093554,70.00
cand_093733,70.00
cand_093793,70.00
cand_093907,70.00
cand_093985,70.00
cand_094002,70.00
cand_094573,70.00
cand_094606,70.00
cand_094629,70.00
cand_094740,70.00
cand_094876,70.00
cand_095029,70.00
cand_095329,70.00
cand_095390,70.00
cand_095406,70.00
cand_095518,70.00
cand_095521,70.00
cand_095793,70.00
cand_095812,70.00
cand_095852,70.00
cand_096023,70.00
cand_096055,70.00
cand_096214,70.00
cand_096730,70.00
cand_096769,70.00
cand_097083,70.00
cand_097403,70.00
cand_097515,70.00
cand_097585,70.00
cand_097609,70.00
cand_097642,70.00
cand_097788,70.00
cand_097959,70.00
cand_098030,70.00
cand_098288,70.00
cand_098375,70.00
cand_098378,70.00
cand_098576,70.00
cand_098659,70.00
cand_098850,70.00
cand_099054,70.00
cand_099577,70.00
cand_099657,70.00
cand_099728,70.00
cand_099771,70.00
cand_099888,70.00
cand_000446,69.00
cand_000740,69.00
cand_000850,69.00
cand_001031,69.00
cand_001089,69.00
cand_001368,69.00
cand_001373,69.00
cand_002068,69.00
cand_002073,69.00
cand_002342,69.00
cand_002538,69.00
cand_002688,69.00
cand_002852,69.00
cand_003320,69.00
cand_003425,69.00
cand_003469,69.00
cand_003532,69.00
cand_003590,69.00
cand_003853,69.00
cand_003998,69.00
cand_004247,69.00
cand_004472,69.00
cand_004584,69.00
cand_004756,69.00
cand_004774,69.00
cand_004982,69.00
cand_005081,69.00
cand_005427,69.00
cand_005465,69.00
cand_005577,69.00
cand_005755,69.00
cand_005773,69.00
cand_005848,69.00
cand_005905,69.00
cand_005936,69.00
cand_006113,69.00
cand_006130,69.00
cand_006211,69.00
cand_006318,69.00
cand_006341,69.00
cand_006594,69.00
cand_006606,69.00
cand_006812,69.00
cand_006907,69.00
cand_006930,69.00
cand_007138,69.00
cand_007299,69.00
cand_007370,69.00
cand_007441,69.00
cand_007495,69.00
cand_007893,69.00
cand_008090,69.00
cand_008482,69.00
cand_008645,69.00
cand_008670,69.00
cand_008692,69.00
cand_008721,69.00
cand_008739,69.00
cand_008980,69.00
cand_009070,69.00
cand_009639,69.00
cand_009897,69.00
cand_010019,69.00
cand_010059,69.00
cand_010507,69.00
cand_010831,69.00
cand_011069,69.00
cand_011313,69.00
cand_011614,69.00
cand_011733,69.00
cand_011737,69.00
cand_012013,69.00
cand_012064,69.00
cand_012198,69.00
cand_012227,69.00
cand_012454,69.00
cand_012802,69.00
cand_013156,69.00
cand_013174,69.00
cand_013208,69.00
cand_013317,69.00
cand_013753,69.00
cand_014546,69.00
cand_014562,69.00
cand_015066,69.00
cand_015113,69.00
cand_015160,69.00
cand_015189,69.00
cand_015225,69.00
cand_015379,69.00
cand_015792,69.00
cand_015947,69.00
cand_016002,69.00
cand_016468,69.00
cand_016682,69.00
cand_016702,69.00
cand_017159,69.00
cand_017229,69.00
cand_017232,69.00
cand_017677,69.00
cand_017921,69.00
cand_018053,69.00
cand_018362,69.00
cand_018771,69.00
cand_018810,69.00
cand_019064,69.00
