candidate_id,rank,score,reasoning,experience_score,skills_score,jd_alignment_score,semantic_alignment_score,behavioral_score,location_score,anomaly_penalty
cand_023641,430,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_038652,431,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_038937,432,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_043645,433,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_068812,434,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_073235,435,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_078656,436,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_080180,437,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_083516,438,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_083662,439,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_085409,440,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_091811,441,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_096932,442,0.2142,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0950,0.0000,0.0000,0.0000,0.0000
cand_041234,443,0.2140,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1210,0.0000,0.0000,0.0000,0.0000
cand_081235,444,0.2140,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1210,0.0000,0.0000,0.0000,0.0000
cand_068388,445,0.2140,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0930,0.0000,0.0000,0.0000,0.0000
cand_051965,446,0.2139,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1270,0.0000,0.0000,0.0000,0.0000
cand_018911,447,0.2139,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2667,0.1480,0.0000,0.0000,0.0000,0.0000
cand_093156,448,0.2138,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1200,0.0000,0.0000,0.0000,0.0000
cand_003206,449,0.2138,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0920,0.0000,0.0000,0.0000,0.0000
cand_078220,450,0.2138,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0920,0.0000,0.0000,0.0000,0.0000
cand_094701,451,0.2138,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0920,0.0000,0.0000,0.0000,0.0000
cand_046739,452,0.2137,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1190,0.0000,0.0000,0.0000,0.0000
cand_082409,453,0.2137,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1190,0.0000,0.0000,0.0000,0.0000
cand_099159,454,0.2137,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1190,0.0000,0.0000,0.0000,0.0000
cand_051038,455,0.2137,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0910,0.0000,0.0000,0.0000,0.0000
cand_056072,456,0.2137,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0910,0.0000,0.0000,0.0000,0.0000
cand_067643,457,0.2137,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0910,0.0000,0.0000,0.0000,0.0000
cand_071325,458,0.2137,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0910,0.0000,0.0000,0.0000,0.0000
cand_026071,459,0.2136,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.2020,0.0000,0.0000,0.0000,0.0000
cand_019591,460,0.2136,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2667,0.1460,0.0000,0.0000,0.0000,0.0000
cand_078730,461,0.2135,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0900,0.0000,0.0000,0.0000,0.0000
cand_092940,462,0.2134,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1240,0.0000,0.0000,0.0000,0.0000
cand_005236,463,0.2133,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.2000,0.0000,0.0000,0.0000,0.0000
cand_007370,464,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_008207,465,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_022427,466,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_023328,467,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_023749,468,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_055864,469,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_059160,470,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_060959,471,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_062212,472,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_065007,473,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_080936,474,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_093705,475,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_097358,476,0.2132,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0880,0.0000,0.0000,0.0000,0.0000
cand_014475,477,0.2131,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1150,0.0000,0.0000,0.0000,0.0000
cand_028439,478,0.2131,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1150,0.0000,0.0000,0.0000,0.0000
cand_031402,479,0.2131,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1150,0.0000,0.0000,0.0000,0.0000
cand_045793,480,0.2131,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1150,0.0000,0.0000,0.0000,0.0000
cand_048955,481,0.2131,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1150,0.0000,0.0000,0.0000,0.0000
cand_067978,482,0.2131,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0870,0.0000,0.0000,0.0000,0.0000
cand_037933,483,0.2130,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1980,0.0000,0.0000,0.0000,0.0000
cand_063647,484,0.2130,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1980,0.0000,0.0000,0.0000,0.0000
cand_092013,485,0.2130,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1210,0.0000,0.0000,0.0000,0.0000
cand_026514,486,0.2129,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0860,0.0000,0.0000,0.0000,0.0000
cand_041400,487,0.2129,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0860,0.0000,0.0000,0.0000,0.0000
cand_050439,488,0.2129,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0860,0.0000,0.0000,0.0000,0.0000
cand_054018,489,0.2129,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0860,0.0000,0.0000,0.0000,0.0000
cand_068692,490,0.2129,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0860,0.0000,0.0000,0.0000,0.0000
cand_076024,491,0.2129,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0860,0.0000,0.0000,0.0000,0.0000
cand_094729,492,0.2127,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1960,0.0000,0.0000,0.0000,0.0000
cand_030317,493,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1120,0.0000,0.0000,0.0000,0.0000
cand_049179,494,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1120,0.0000,0.0000,0.0000,0.0000
cand_092221,495,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1120,0.0000,0.0000,0.0000,0.0000
cand_024179,496,0.2126,Demonstrates moderate experience (0.45). Calibrated score: 0.21.,0.4500,0.3333,0.1120,0.0000,0.0000,0.0000,0.0000
cand_001961,497,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_018374,498,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_030122,499,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_034311,500,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_052091,501,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_068352,502,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_074740,503,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_082562,504,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_087843,505,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_087958,506,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_090375,507,0.2126,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0840,0.0000,0.0000,0.0000,0.0000
cand_008979,508,0.2124,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0830,0.0000,0.0000,0.0000,0.0000
cand_045733,509,0.2124,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0830,0.0000,0.0000,0.0000,0.0000
cand_065693,510,0.2124,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0830,0.0000,0.0000,0.0000,0.0000
cand_080509,511,0.2124,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0830,0.0000,0.0000,0.0000,0.0000
cand_082772,512,0.2124,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0830,0.0000,0.0000,0.0000,0.0000
cand_094871,513,0.2124,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0830,0.0000,0.0000,0.0000,0.0000
cand_099820,514,0.2124,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0830,0.0000,0.0000,0.0000,0.0000
cand_024751,515,0.2124,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1170,0.0000,0.0000,0.0000,0.0000
cand_024782,516,0.2124,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1170,0.0000,0.0000,0.0000,0.0000
cand_032393,517,0.2124,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1170,0.0000,0.0000,0.0000,0.0000
cand_034714,518,0.2124,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1170,0.0000,0.0000,0.0000,0.0000
cand_042791,519,0.2124,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1170,0.0000,0.0000,0.0000,0.0000
cand_002361,520,0.2123,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1100,0.0000,0.0000,0.0000,0.0000
cand_054820,521,0.2123,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1100,0.0000,0.0000,0.0000,0.0000
cand_066516,522,0.2123,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1100,0.0000,0.0000,0.0000,0.0000
cand_067658,523,0.2123,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1100,0.0000,0.0000,0.0000,0.0000
cand_079508,524,0.2123,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1100,0.0000,0.0000,0.0000,0.0000
cand_025192,525,0.2123,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2833,0.1100,0.0000,0.0000,0.0000,0.0000
cand_057245,526,0.2123,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0820,0.0000,0.0000,0.0000,0.0000
cand_080560,527,0.2122,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1160,0.0000,0.0000,0.0000,0.0000
cand_000575,528,0.2122,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2667,0.1370,0.0000,0.0000,0.0000,0.0000
cand_002852,529,0.2122,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1090,0.0000,0.0000,0.0000,0.0000
cand_097249,530,0.2122,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1090,0.0000,0.0000,0.0000,0.0000
cand_031016,531,0.2122,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0810,0.0000,0.0000,0.0000,0.0000
cand_055499,532,0.2122,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0810,0.0000,0.0000,0.0000,0.0000
cand_088937,533,0.2122,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0810,0.0000,0.0000,0.0000,0.0000
cand_090831,534,0.2122,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0810,0.0000,0.0000,0.0000,0.0000
cand_091841,535,0.2122,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0810,0.0000,0.0000,0.0000,0.0000
cand_020565,536,0.2121,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1150,0.0000,0.0000,0.0000,0.0000
cand_099744,537,0.2121,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1150,0.0000,0.0000,0.0000,0.0000
cand_005391,538,0.2120,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1080,0.0000,0.0000,0.0000,0.0000
cand_029920,539,0.2120,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1080,0.0000,0.0000,0.0000,0.0000
cand_043011,540,0.2120,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1080,0.0000,0.0000,0.0000,0.0000
cand_009327,541,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_020119,542,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_022687,543,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_030722,544,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_054033,545,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_070820,546,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_080072,547,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_082976,548,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_089487,549,0.2119,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1070,0.0000,0.0000,0.0000,0.0000
cand_018288,550,0.2118,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1900,0.0000,0.0000,0.0000,0.0000
cand_019264,551,0.2118,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2667,0.1340,0.0000,0.0000,0.0000,0.0000
cand_010614,552,0.2117,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1060,0.0000,0.0000,0.0000,0.0000
cand_018158,553,0.2117,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1060,0.0000,0.0000,0.0000,0.0000
cand_063937,554,0.2117,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1060,0.0000,0.0000,0.0000,0.0000
cand_071904,555,0.2116,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1120,0.0000,0.0000,0.0000,0.0000
cand_094740,556,0.2116,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1120,0.0000,0.0000,0.0000,0.0000
cand_009176,557,0.2116,Demonstrates moderate experience (0.45). Calibrated score: 0.21.,0.4500,0.3167,0.1330,0.0000,0.0000,0.0000,0.0000
cand_014344,558,0.2116,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1050,0.0000,0.0000,0.0000,0.0000
cand_024078,559,0.2116,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1050,0.0000,0.0000,0.0000,0.0000
cand_049523,560,0.2116,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1050,0.0000,0.0000,0.0000,0.0000
cand_088059,561,0.2116,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1050,0.0000,0.0000,0.0000,0.0000
cand_031756,562,0.2115,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1880,0.0000,0.0000,0.0000,0.0000
cand_048639,563,0.2115,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1880,0.0000,0.0000,0.0000,0.0000
cand_077497,564,0.2115,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2667,0.1320,0.0000,0.0000,0.0000,0.0000
cand_024736,565,0.2115,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2667,0.1320,0.0000,0.0000,0.0000,0.0000
cand_001335,566,0.2114,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0760,0.0000,0.0000,0.0000,0.0000
cand_002586,567,0.2114,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0760,0.0000,0.0000,0.0000,0.0000
cand_030049,568,0.2114,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0760,0.0000,0.0000,0.0000,0.0000
cand_089325,569,0.2114,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0760,0.0000,0.0000,0.0000,0.0000
cand_007982,570,0.2113,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1030,0.0000,0.0000,0.0000,0.0000
cand_015234,571,0.2113,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1030,0.0000,0.0000,0.0000,0.0000
cand_052870,572,0.2113,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0750,0.0000,0.0000,0.0000,0.0000
cand_014615,573,0.2112,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1860,0.0000,0.0000,0.0000,0.0000
cand_024516,574,0.2112,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1090,0.0000,0.0000,0.0000,0.0000
cand_030461,575,0.2112,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1090,0.0000,0.0000,0.0000,0.0000
cand_040109,576,0.2112,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1090,0.0000,0.0000,0.0000,0.0000
cand_042864,577,0.2112,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1090,0.0000,0.0000,0.0000,0.0000
cand_076216,578,0.2112,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1090,0.0000,0.0000,0.0000,0.0000
cand_043114,579,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1020,0.0000,0.0000,0.0000,0.0000
cand_002953,580,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0740,0.0000,0.0000,0.0000,0.0000
cand_003425,581,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0740,0.0000,0.0000,0.0000,0.0000
cand_005919,582,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0740,0.0000,0.0000,0.0000,0.0000
cand_057454,583,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0740,0.0000,0.0000,0.0000,0.0000
cand_077511,584,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0740,0.0000,0.0000,0.0000,0.0000
cand_078630,585,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0740,0.0000,0.0000,0.0000,0.0000
cand_088793,586,0.2111,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.2000,0.0740,0.0000,0.0000,0.0000,0.0000
cand_022499,587,0.2110,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1080,0.0000,0.0000,0.0000,0.0000
cand_009032,588,0.2109,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1070,0.0000,0.0000,0.0000,0.0000
cand_021824,589,0.2109,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1070,0.0000,0.0000,0.0000,0.0000
cand_003119,590,0.2108,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1000,0.0000,0.0000,0.0000,0.0000
cand_006564,591,0.2108,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1000,0.0000,0.0000,0.0000,0.0000
cand_066199,592,0.2108,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1000,0.0000,0.0000,0.0000,0.0000
cand_067342,593,0.2108,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1000,0.0000,0.0000,0.0000,0.0000
cand_076951,594,0.2108,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1000,0.0000,0.0000,0.0000,0.0000
cand_087902,595,0.2108,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.1000,0.0000,0.0000,0.0000,0.0000
cand_078311,596,0.2108,Demonstrates moderate experience (0.50). Calibrated score: 0.21.,0.5000,0.2333,0.1830,0.0000,0.0000,0.0000,0.0000
cand_004702,597,0.2107,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1667,0.1270,0.0000,0.0000,0.0000,0.0000
cand_099264,598,0.2107,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0990,0.0000,0.0000,0.0000,0.0000
cand_025102,599,0.2106,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1050,0.0000,0.0000,0.0000,0.0000
cand_040309,600,0.2106,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1050,0.0000,0.0000,0.0000,0.0000
cand_088663,601,0.2106,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1050,0.0000,0.0000,0.0000,0.0000
cand_093431,602,0.2106,Demonstrates moderate experience (0.58). Calibrated score: 0.21.,0.5793,0.2000,0.1050,0.0000,0.0000,0.0000,0.0000
cand_001368,603,0.2105,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0980,0.0000,0.0000,0.0000,0.0000
cand_003179,604,0.2105,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0980,0.0000,0.0000,0.0000,0.0000
cand_006108,605,0.2105,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0980,0.0000,0.0000,0.0000,0.0000
cand_010026,606,0.2105,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0980,0.0000,0.0000,0.0000,0.0000
cand_038392,607,0.2105,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0980,0.0000,0.0000,0.0000,0.0000
cand_048970,608,0.2105,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0980,0.0000,0.0000,0.0000,0.0000
cand_071231,609,0.2105,Demonstrates moderate experience (0.60). Calibrated score: 0.21.,0.6000,0.1833,0.0980,0.0000,0.0000,0.0000,0.0000
